,Tweet,anger,disgust,fear,happiness,like,sadness,surprise
2010,Tag orang yang sentiasa buat kau tersenyum dari awal tahun sampai akhir tahun 2019  Share post ni kat story korang,0,0,0,0,1,0,0
745,"Mana gak ada yang bisa dihubungin, gue panik anjir",0,0,1,0,0,0,0
1984,selamat tahun baru.. semoga dipertemukan dgan org2 yang baik dan ga byk drama tahun ini..,0,0,0,1,0,0,0
3378,"Oh, hello 2020.. aku berharap resah yang ada cepat tergantikan oleh semangat baru. Aamiin",0,0,0,1,0,0,0
374,"Ya yang jelas kalau banjir, baik Pak Jokowi maupun Pak Anies bakal di-bully sih ",0,1,0,0,0,0,0
2236,Semoga pendampingku nanti adala orang yang sabar menghadapi moodyku ini.,0,0,0,1,0,0,0
1342,Terima kasih tuhan di 2019 kemarin begitu pahit semoga di tahun 2020 mendapatkan kesenangan yang gak terduga datangnya.,0,0,0,1,0,0,0
3042,semoga 2020 jadi tahun yang bermakna buat kita semua! happy new year gais~,0,0,0,1,0,0,0
3871,"2020 buat apa saja yang terbaik, kurangi berharap dan lebih rajin nabung.",0,0,0,1,0,0,0
2212,"Selamat Tahun Baru 2020, semoga menjadi tahun yang lebih baik lagi.",0,0,0,1,0,0,0
1108,ya allah semoga 2020 jadi pribadi yang lebih baik lagi. ya allah pengen masuk undip tolong mudahkan ,0,0,0,1,0,0,0
2973,Malam makin larut dan aq pun mulai hanyut pada rindu yang semakin akut tapi syang....kmu masih z cemberut,0,0,0,0,0,1,0
2005,"Happy new year too kak nan, pasti bakal ketemu lagi di event yang sama sih ini ",0,0,0,1,0,0,0
1567,seneng deh banyak yang bantu semangatin dan doa untuk tahun ini dapet apa yang paling diharapakan,0,0,0,1,0,0,0
2320,Selamat tinggal 2019 - Selamat datang 2020 semoga menjadi tahun yang terbaik dari tahun tahun lalu ... Aamiin Yra,0,0,0,1,0,0,0
2620,"terimakasih, ibu negara yang juga ga kalah sinting dan akhlakless. happy new year too. ",0,0,0,1,0,0,0
3873,Ye pastu aku harap orang yang amik tu anggap phone aku dah takleh gunaaaa!!!!!!,0,0,0,1,0,0,0
3199,Enak yang punya jetski di jakarta banjir2 gini bisa jalan2,0,0,0,1,0,0,0
2051,Taun baru malah banjir:(. Sodara yang di jatibening juga bilang tadi banjir ceunah:(,0,0,0,0,0,1,0
1312,"hadu hati hati ya yang kena #banjir, semoga cepet surut ",0,0,0,0,0,1,0
2211,"Alhamdulillah tahun baru diberkahi hujan yang banyak, saking banyaknya sampe tumpah"" alias banjir :) #banjir",0,0,1,0,0,0,0
3073,@Nadila_JKT48 apakah yang bestsis lakukan dimalam tahun baru kmaren(?) Happy New yearrr,0,0,0,1,0,0,0
1264,HBO marathon harry potter nih! sebuah awal yang sangat baik! ,0,0,0,0,1,0,0
3992,"terimakasih. semangat terus buat kamu semoga 2020 jadi tahun yang baik buat kamu, aku dan kita semua",0,0,0,1,0,0,0
520,Semoga di daerah yang terkena banjir tetap bersabar ini sebuah cobaan,0,0,0,0,0,1,0
239,"ya Allah, hapuskanlah luka dan keraguan yang aku alami ini karena aku tahu smua itu ada hikmahnya.",0,0,0,1,1,0,0
3705,"Stay safe buat yang tempatnya kena banjir, moga lekas surut ",0,0,0,0,0,1,0
498,"Terkadang menurutmu Tuhan tak adil, tapi percayalah Tuhan tak pernah memberi hal yang salah dalam hidupmu.",1,0,0,0,0,1,0
3168,Sekarang aku gendutan gak sih ? kamu tau gak kenapa ? soalnya km udah mengembangkan cinta yang banyak dihatiku,0,0,0,0,1,0,0
1759,"kau segalanya untukku, hanya kaulah yang ku cinta tiada yang lain selamanya hanya kau yang ada dihatiku",0,0,0,0,1,0,0
2734,Aku punya banyak harapan di 2020. Jadi tahun yang baik ya,0,0,0,1,0,0,0
2048,Terima kasih sobat @M7_luthfi untuk dukungan yang diberikan. Selamat beraktivitas. :) -Indri-,0,0,0,1,0,0,0
3458,Sukaaaaaaaaaaa banget!!! Finally ardan pacaran  si kaku yang susah bet jatuh cinta,0,0,0,1,0,0,1
3916,Terimakasih 2019 tahun yang berisi banyak suka dan duka... Tahun dimana bisa dekat dengannya walau hanya sebentar... ,0,0,0,1,0,0,0
2743,10.Jadilah yang terbaik. Anda tidak boleh setengah-setengah.Setiap hal yang Anda lakukan untuk klien harus lah yang terbaik.,0,0,0,1,0,0,0
1945,"Yakin dan percayalah, rencana Allah adalah yang terbaik.",0,0,0,1,1,0,0
2869,Selamat tahun baru ! Moga tahun ni takde dah drama yang tahun lepas punya. ,0,0,0,1,0,0,0
3351,Semangat untuk semua yang sedang berusaha untuk semangat :),0,0,0,1,0,0,0
4167,"terimakasih YaAllah, tahun ini memasuki tahun ke empat masih bareng bareng sama orang yang sama terus",0,0,0,1,0,0,0
2059,"Itu yang masih sering bilang 'kau rebahan' tolong segera disudahi, basi bngst! #NgeluhPertama2020",1,0,0,0,0,0,0
3489,Kamu beda dari yang lain. Kamu bisa membuatku merasa nyaman saat bersamamu :') #ForGebetan,0,0,0,0,1,0,0
172,"Mengawali tahun baru dengan produktif, semoga kedepannya selalu aktif untuk menjadi orang yang selalu positif.",0,0,0,1,0,0,0
1517,Mencintaimu tulus adalah anugrah terbesar yang pernah Tuhan titipkan kepadaku. #foredigel #foredimagelang #foredijogja,0,0,0,0,1,0,0
803,"Ga sabar ngantor di awal 2020 ini, pasti kita punya cerita banjir masing-masing yang menarik ...",0,0,0,1,0,0,0
465,"Kakak ayu pol eh, semoga mendapat yang terbaik nantinya!",0,0,0,1,0,0,0
1804,Ayuhhh hehehehe ala mamee janganla cakap camni kita kena yakin yang dia akan notice kita nanti!! ,0,0,0,1,0,0,0
862,"So ya! 2020,semoga tiada lagi tangisan air mata yang jatuh untuk insan yang tak reti menghargai",0,0,0,1,0,0,0
4008,"“Kamu bukanlah yang pertama untukku, tapi kamu akan menjadi yang terakhir untukku.”",0,0,0,0,1,0,0
2598,Aminnnn semoga tahun ini kita semua jadi orang yang lebih baik yaa kakkk,0,0,0,1,0,0,0
2838,"terima kasih 2019, banyak pengalaman suka duka yang mendewasakan",0,0,0,1,1,0,0
1156,"Kalo tidur di kamer sendirian suka mikirin yang gak jelas, terus tiba-tiba ngerasa sedih.",0,0,0,0,0,1,0
765,"Doraemon mungkin punya pintu kemana saja. tapi aku yakin, hanya aku yang punya pintu ke hatimu.",0,0,0,0,1,0,0
3215,@infoJATIASIH ada yang bisa bantu info apakah kemang ifi banjir ? Ketinggian berapa ya ?,0,0,1,0,0,0,0
4019,Terima kasih Tuhan untuk setiap hal yang saya alami hari ini #MZ,0,0,0,1,1,0,0
3173,"Aku kangen sama kamu, iya kamu yang mungkin tidak untuk aku miliki :')",0,0,0,0,1,1,0
1200,Selamat tahun baru kepada semua kecuali kepada orang yang buang tisu dalam mangkuk toilet awam!!,0,0,0,1,0,0,0
150,"semoga semua yang disemogakan dipermudah tepat pada waktu dan tempat saya persilahkan, monggo 2020.",0,0,0,1,0,0,0
1321,Semoga semua harapan yang belum tercapai di tahun 2019 akan segera tercapai di tahun 2020 #Welcome2020,0,0,0,1,0,0,0
1445,"Ya Allah, berikan hamba jalan kebaikan. jangan kau hadapkan hamba pada jalan yang penuh kesesatan",0,0,0,1,1,0,0
894,12 jam lebih hujan di Jakarta dan ga bisa pulang dr kantor karena gatau jalan mana yang ga banjir weei,0,0,0,0,0,1,0
2687,stay safe ya yang kebanjiran. semoga lekas surut!,0,0,0,0,0,1,0
3589,Teman-teman yang kena banjir stay safe ya!! Semoga cepet surut!,0,0,0,0,0,1,0
2226,"Apakah orang yang kupikir telah pergi selamanya, kembali lagi muncul di hadapanku?”",0,0,0,0,0,0,1
3268,"Selamat tahun baru 2020, saatnya muhasabah untuk yang lbih baik lgi.",0,0,0,1,0,0,0
2065,Yes!!! Agaknya dia dah lupa yang dia ada boyfriend dekat KL Hahahahahaha,0,0,0,1,0,0,0
665,"Ketika Allah memberimu awal yang baru, maka jangan mengulanginya dengan kesalahan yang sama ~",1,1,0,0,0,0,0
112,"coba deh keluar dari zonamu, asik kok ternyata. Ga garing, ga yang diomongin itu itu aja.",0,0,0,0,1,0,0
217,Semoga 2020 memberi sinar kebahagian dan sentiasa dikelilingi orang orang yang disayangi ,0,0,0,1,0,0,0
1272,Temen temen yang lagi kena banjir stay save yaaa semoga hujannya berhenti,0,0,0,0,0,1,0
755,"Pen makan soto, tapi ini kagak ada yang jual sekitaran rumah tutup semua:(((",0,0,0,0,0,1,0
1686,Song Joongki pernah mengaku dia pernah berpacaran dengan seorang wanita namun tidak ada media yang mengetahuinya,0,0,0,0,1,0,0
409,Semoga menjadi pribadi yang lebih positif. Mampu berdamai dengan hati!,0,0,0,1,0,0,0
2797,Dear 2020. Semua yang sudah direncanakan tercapai aamiin :),0,0,0,1,0,0,0
4119,Rpa aku mau tanya sama yang cewek. Kalian kalo liat cowok ngomomg kasar gimana?,1,0,0,0,0,0,0
365,Oh iya untuk teman-teman yang terkena banjir semoga cepet surut ya. Aamiin,0,0,0,0,0,1,0
1384,Semoga orang2 yang terkena banjir aman termasuk keluarga saya di rumah :(,0,0,0,0,0,1,0
1045,"terimakasih 2019, tahun terberat yang pernah gua alami tapi alhamdulillah bisa melewati keadaan itu semua",0,0,0,1,1,0,0
706,"Apakah orang yang kupikir telah pergi selamanya, kembali lagi muncul di hadapanku?”",0,0,0,0,0,0,1
203,Percaya akan hari esok yang lebih baik membuat hari ini menjadi lebih baik.,0,0,0,1,1,0,0
4206,"semoga kita bisa jadi orang yang lebih baik lagi ya, aamiin",0,0,0,1,0,0,0
1921,Ini yang lagi terkena banjir stay safe yaa semoga banjir nya cepet surut Aamiin,0,0,0,0,0,1,0
1964,terimakasih 2019 kuharap di tahun 2020 tidak ada lagi rasa kecewa yang begitu dalam.,0,0,0,1,0,0,0
204,Semoga tahun ini diberikan sabar dan ikhlas yang lebih dr tahun lalu.,0,0,0,1,0,0,0
317,"I MISS YOU , buat kamu yang jauh disana !",0,0,0,0,1,0,0
915,Dulu yang janji bisa ngatasin banjir jakarta klo jadi presiden siapa ya....jangan amnesia bong,0,0,1,0,0,0,0
1093,"Gausah dengerin nder, lakuin hal yang mau kamu lakuin selama itu ga merugikan siapapun, ayo semangat skinkerannya!",0,0,0,1,0,0,0
2890,Selamat tahun baru untuk kamu yang masih menyimpan aku dalam benakmu.,0,0,0,1,1,0,0
2034,Sehat selalu untuk kalian yang terkena musibah banjir :((,0,0,0,0,0,1,0
2597,"2020 semoga semakin membaik , dan banyak hal baik yang tak terduga duga ",0,0,0,1,0,0,0
1637,happy new year. semoga segala sesuatu yang kalian inginkan dapat tercapat ditahun ini. ,0,0,0,1,0,0,0
3897,Bodoh sial siapa yang buat orang aku sayang ni sedih,1,0,0,0,0,0,0
2188,"Baguslah, tapi kalau mau ke sini jalan aja, aku udah capek ngejar yang lari-lari",0,1,0,0,0,0,0
2276,Semoga optimisme yang bermekaran bersama ucapan selamat tahun baru tak berlayuan tersapu banjir,0,0,0,1,0,0,0
2343,"Meskipun bermil-mil jarak yang memisahkan, Sahabat tidak pernah terpisah karena persahabatan tidak diukur dengan jarak melainkan dengan hati",0,0,0,0,1,0,0
1209,Minta maaf tadi tu edizzle ye saya tak sangka yang dia ikut sampai tahun ni,0,0,0,0,0,1,0
3272,doa akan membawamu kepada teman2 yang baik dan mau nemenin mbolang sendirian padalan ngga sengaja ketemunya. syukur alhamdulillah.,0,0,0,1,0,0,0
434,"Dari kamu yang sudah hadir, terima kasih :v",0,0,0,1,1,0,0
3404,"Terima kasih untuk luka Dan bahagia kemarin, untuk nanti ikuti saja alur yang berjalan",0,0,0,1,0,0,0
2278,ya Allah berikan ketabahan dan keselamatan untuk yang terkena banjir. stay safe everyone,0,0,0,0,0,1,0
991,YaAllah semoga hujannya cepat berhenti dan yang terkena banjir segera surut. Aamiin,0,0,0,0,0,1,0
793,Nangis. Lo dodol banget maksud gue lo yang rame!!!!!,0,0,0,0,0,0,1
57,Ketika setiap kritik cuma berakhir dengan dikotomi Pro Anies/Pro Jokowi. Ga ada yang lebih waras apa kelean?,1,1,0,0,0,0,0
29,ALHAMDULILLAH Tuhan membuktikan siapa yang benar dan patut dipilih saat pilgub dki...,0,0,0,1,1,0,0
3543,Aminnnnn semoga yang baru2 ditahun ini yg terbaik buat kita ya nggi,0,0,0,1,0,0,0
780,"Semoga tahun ini dipenuhi kebahagiaan, apa yang lo inginkan terwujud. Stay friendly min. Met new york",0,0,0,1,0,0,0
2996,"Terimakasih, telah menjadikan apa-apa yang rahasia tetap jadi rahasia.",0,0,0,1,0,0,0
3911,iya kamu yang warna biru soalnya akunya gemes banget sama kamu ,0,0,0,0,1,0,0
54,"2020, diawali mimpi yang sangat indah, Masya Allah",0,0,0,1,0,0,0
4158,"Tidak sendiri, dikelilingi mereka yang peduli tapi jarang sekali disadari. Terimakasih",0,0,0,1,0,0,0
2302,"Kalo bot ini muncul, artinya Ore-sama yang AWESOME ini nggak hadir di TL kalian. Enjoooy! #bot",0,0,0,1,0,0,0
2400,"Ditahun yang baru, doa terbaik untukku dan untukmu. Aminn",0,0,0,1,0,0,0
3530,"Teman teman yang rumahnya atau daerah sekitarnya terkena banjir stay safe ya, semoga airnya cepet surut ",0,0,0,0,0,1,0
2766,Untuk pertama kali ngalamin banjir. Semoga jadi yang terakhir!,0,0,0,0,0,1,0
286,Stay Safe untuk saudara-saudara yang tengah menghadapi banjir. Semoga banjir lekas segera surut #Banjir,0,0,0,0,0,1,0
2804,Semoga yang terkena musibah awal tahun ini diberikan kesabaran ya,0,0,0,0,0,1,0
53,Semoga tahun 2020 ni semakin ramai tahu ejaan yang betul ialah congrats dan bukannya congrates.,0,0,0,1,0,0,0
2041,"Kalo gitu semoga guppy nya tenang di tempat yang baru mbak :""))",0,0,0,0,0,1,0
3110,kok kayaknya orang orang suka mandi malem ya aku doang yang ngga soalnya dingin T_T,0,0,0,0,0,1,0
331,seneng aku cv sama orang orang yang baik. ‍‍,0,0,0,1,0,0,0
541,stay safe ya tementemen aing yang di Jakarta :((,0,0,0,0,0,1,0
2587,"Untuk mu yang sedang berjuang, semoga segala angan dan keinginan bisa tercapai",0,0,0,1,0,0,0
1992,Mantap stasiun ps senen ke kosan yang biasanya <130k jadi 260k akibat banjir,1,0,0,0,0,1,0
1748,Ujannya asli gak berhenti. Banyak daerah yang banjir Halim tenggelem padahal harus flight aku besok huuu,0,1,0,0,0,0,0
2464,Ada apa dengan Jakarta ? Banyak lokasi yang baru pertama kali banjir #JakartaBanjir #jakarta,0,0,1,0,0,0,0
3389,"Semogaaaa yang di cita cita kan tercapaiii ya, begitupun aku  semoga yg terbaik untuk kita",0,0,0,1,1,0,0
1700,3. Semoga nono selalu dikelilingi sama orang-orang baik yang sayang sama dia.,0,0,0,0,1,0,0
2576,Turut berduka untuk kawan-kawan yang terkena banjir di Jakarta dan daerah lainnya..,0,0,0,0,0,1,0
2566,Bentar lagi juga si Hilmi ini yang kerendam ..... liat aja ......  ......,1,0,0,0,0,0,0
2359,"tetap hati hati untuk temen temenku khususnya yang terkena banjir, Tuhan selalu melindungi aamiin ",0,0,0,0,0,1,0
3496,Rumah yang selalu kering kena banjir selutut.. panik mambo masyarakat...,0,0,1,0,0,0,0
3194,"lekas surut yang kena banjir, stay safe ya semuanya #BanjirJakarta",0,0,0,0,0,1,0
2151,"welkom 2020, tahun yang berat~ sudah saatnya menyadarkan diri dan mulai berpisah dengan kondisi-kondisi lama",0,0,0,1,0,0,0
3218,"Pasti bahagia banget kalo tau & bisa lihat sendiri, masih banyak yang sayang adek di Indonesia",0,0,0,1,1,0,0
3334,"""Hidup itu pendek... Tidak ada yang tahu kapan manusia akan mati..."" Heiji Hattori",0,0,0,0,0,1,0
3853,kehilangan kamu adalah hal yang paling aku takutkan.... :') #MissYou,0,0,1,0,1,0,0
1282,"Asli. Kalo lo cek Facebook, kebanyakan yang punya marga yang komentarnya sok kritis ga jelas. Bikin malu",1,0,0,0,0,0,0
3780,Sama orang yang pernah deketin gw tp cuman php doang:(,0,0,0,0,0,1,0
969,"""Huh! Justru aku yang ingin menangis! Gara-gara perbuatanmu ini...""-Mouri Kogoro #DCSQuote",0,0,0,0,0,1,0
2538,"Semoga di 2020, apa-apa yang baik, menetap. Apa-apa yang buruk, lenyap. - DevaMahenra",0,0,0,1,0,0,0
2749,iya hehe biar yang liat jadi senang juga(?) haha apasih salam kenal jugaa kak andin!,0,0,0,1,0,0,0
3288,iyaaa nov! aku pen banget deh punya mutual yang bisa sampe deket banget udah kek temen rl aja gitu,0,0,0,0,0,0,1
2778,Yang aku mau itu 'Kamu'. Bukan yang lain :'),0,0,0,0,1,0,0
3431,"Terimakasih sudah menjadi pribadi yang seperti saat ini, ayo semakin baik lagi bareng-bareng!",0,0,0,1,1,0,0
1723,"Lewat, makanya gue komen. cari konten yang bagus dengan tidak menjatuhkan org lain/bullying.",0,0,0,0,1,0,0
1104,semoga di tahun baru ini semua hal yang selalu d semogakan berjalan lancar...,0,0,0,1,0,0,0
3803,"Liat di youtube gmmtv 2020 playlistnya , uwu sekali darr   banyak bgt yang bagus bagus",0,0,0,0,1,0,0
130,Sedih banget dimana2 banyak yang bingung sama peliharaannya disaat banjir kaya gini :(,0,0,0,0,0,1,0
2194,Nikmati yang ada dan bersyukur.... Yang nggak ada ya sudah lah... Belum rejekinya...,0,0,0,1,0,0,0
1566,"2020 angka yang bagus, semoga aja menjadi tahun yang bagus juga ",0,0,0,1,0,0,0
393,"mau fankit wannaone, dom jaktim. semoga yang disemogakan segera tersemogakan ya. ayo mutualann~",0,0,0,1,0,0,0
3214,Hujan dan mie rebus adalah perpaduan sempurna. Siapa yang hari ini sarapan pake mie rebus? #rebahanpertamadi2020,0,0,0,1,1,0,0
4005,"MasyaAllah ternyata hatinya begitu baik, semoga kebaikanmu dibalas dengan kebaikan yang melebihi kebaikanmu ",0,0,0,1,1,0,0
4142,"Selamat malam kamu, iya kamu, kamu yang gak pernah hilang dari pikiranku ",0,0,0,0,1,0,0
2738,2020 wish nya yang terbaik dari yang terbaik buat @pledis_17,0,0,0,1,0,0,0
2501,Mine yang dilamar sm bako malah gue yg seneng jingkrak jingkrak,0,0,0,1,0,0,0
2957,"stay safe ya nder dan semua yang kena banjir, semoga cepet surut!",0,0,0,0,0,1,0
3593,Iya air lagi antre kok di bilang banjir...tolong ya yang tertib!!!,0,0,1,0,0,1,0
1047,Makasih banyak yallah atas rezeki mu yang kadang gk di duga2 ,0,0,0,1,1,0,0
114,"Teman - teman yang tinggal di wilayah terdampak banjir, please stay save. Semoga banjirnya segera surut ",0,0,0,0,0,1,0
1462,"Stay safe semua yang sedang dilanda banjir, semoga cepet surut. 2020 diawali dengan banjir :((",0,0,0,0,0,1,0
2228,"Aamiin,semoga cepat diberi pertolongan dan diberi kekuatan,yang sabar ya",0,0,0,0,0,1,0
1217,"Alhamdulilah 2020 dimulai dengan begitu banyak planning2 baik, semangat2 yang baik dan pastinya pasangan baru yang baik pula ",0,0,0,1,0,0,0
743,Diberikan rejeki dan kesehatan yang berlimpah #bacotsantuy dan konten konten #cringe dihapus,0,0,0,1,0,0,0
1997,Agak agak dapat hidup lama ke Parti Amanah ni?. Ramai yang tak ada telor.,0,0,0,0,1,0,0
1986,"yaAllah, ga ada 1 pun yang ngerespon :)",0,0,0,0,0,1,0
1124,happy newyear untuk yang tercinta : @weareoneEXO @layzhang @B_hundred_Hyun,0,0,0,1,1,0,0
3787,"""Memang cinta tidak selalu lembut, terkadang sepahit kopi. Dan inilah rasa cinta yang sebenarnya"" -Coffee Avocado-",0,0,0,0,1,0,0
951,"Laaaah napa AWOKWOK nya sambil manggil uchan -,- selamat tahun baru yang suka awokwokwok awokwokwok",0,0,0,1,0,0,0
220,"Tuhan, mohon pastikanlah aku untuk belajar dan bekerja serajin yang diperlukan untuk mencapai impianku. Aamiin",0,0,0,1,1,0,0
3175,Terimakasih indoxxi yang telah menemaniku selama tidak punya uang dan mager pergi ke bioskop,0,0,0,1,0,0,0
2960,Hebat banget nih . Sangat membantu warga yang kesulitan wara wiri hari ini. Thanks ya,0,0,0,1,1,0,0
493,semoga aja yang toxic di dalam diriku hilang di tahun 2020,0,0,0,1,0,0,0
4071,"Met tahun baru, keknya 2019 tuh tahun yang paling ngasih pelajaran baru  dihidup gue deh",0,0,0,1,0,0,0
3647,"Dibanding mantan, lebih bahaya godaan dari orang yang kita suka tapi gak pernah jadi pacar ...",0,0,1,0,0,0,0
1433,Jika mencintai pria karna wajah :) bagaimana dengan allah yang tak berupa :),0,0,0,0,1,0,0
2907,Makna : Untuk meraih makna ibadah yang sesungguhnya maka mulailah dengan mencintai Dia yang memerintahkannya,0,0,0,0,1,0,0
2531,"2020 mugi diberikan yang terbaik dari yang terbaik, Amiin ",0,0,0,1,0,0,0
145,mandirifiesta: ayudaysz1 Terima kasih atas partisipasi yang diberikan ~Ardi,0,0,0,1,0,0,0
507,Happy birthday yaa!! Semoga yang kamu harapkan dan segala usahamu tercapai! Sekali lagi happy birthday!,0,0,0,1,1,0,0
1622,Dia gatau aja gimana rasanya susah buat move on dan ngelepasin orang yang kita sayang. Tolol,1,0,0,0,0,1,0
1951,"Liat dia jadi inget pas jadi newbie maen biola,,  yang diapal cm itu doang..  Ampe sekarang..  Hahaha",0,0,0,0,0,0,1
414,111. Envy banget sama orang yang bisa deket sama lo :(,0,0,0,0,0,1,0
394,aku sedang menikmati optimisme dan semangat orang-orang yang menjadikan banjir semakin santuii dengan diiringi lagunya Wagner.,0,0,0,0,1,0,0
491,iya.. ini aja baru berenti di rumahku :( dari semalem hujannya nes. gaada yang bisa masuk kah?,0,0,0,0,0,1,0
3078,Jangan bandingkan orang yang mencintaimu dengan masa lalumu. Hargai dia yang kini berusaha membuatmu bahagia. #EAW,0,0,0,0,1,0,0
2821,"Astaghfirullah 2020 masih ada yang goblok. Threadnya dr. Ryuhasan bahas apa, dianya bahas apa.",1,0,0,0,0,0,0
2927,"Kan katanya semua baka indah pada waktunya,terus gue kapan dong dapet yang katanya indah pada waktunya? Hahahahahahahaahhahhahahhaahahahahahahahahahahahahahaahahahahahaahahahahahhaha",1,0,0,0,0,0,0
2447,Saya harap tahun baru ni anak2 muda kurang lah buat tweet2 jiwang yang tk bermanafaat ni sksksksksksk,0,1,0,0,0,0,0
3363,Semoga masih kamu yang menggenggam tanganku sampai tahun-tahun berikutnya :),0,0,0,1,1,0,0
1712,"Ibu adalah Malaikat tanpa sayap, yang tanpa mengeluh sedikitpun dalam merawat kita, walaupun kita sering mengeluh tentangnya.",0,0,0,0,1,0,0
2604,Temen yang??? Mana????,0,0,0,0,0,0,1
2312,Semangat terus para pria dan wanita yang sedang pingin pacaran tp males pdkt!,0,0,0,1,0,0,0
2657,"moots stay safe ya semuanya, banyak yang kebanjiran, pokoknya stay safe ya:))",0,0,0,0,0,1,0
1859,"Hola mutual baruku, salam kenal. Im dwi pacarnya suga yang cantek dan imut ini 03l",0,0,0,1,0,0,0
2419,"aku tak punya rumah aku tak punya harta, yang kupunya hanyalah hati yang setia tulus padamu ",0,0,0,0,1,0,0
1579,Semoga yang di semogakan di tahun ini menjadi kenyataan amiin,0,0,0,1,0,0,0
2832,Bagi yang daerahnya banjir semoga stay safe dan cepet surut. Amin,0,0,0,0,0,1,0
1254,Gue ya tiap rep wgl saingan sama temen pasti temen gue yang kepick. Sedih.. Makanya dah tobat,0,0,0,0,0,1,0
1744,Semoga panjang umur dan sehat selalu pokoknya yang baik2 aja deh,0,0,0,1,0,0,0
522,Semoga yang terkena musibah banjir diberi ketabahan dan banjir ya segera surut,0,0,0,0,0,1,0
4181,"Harapan dan optimis untuk 2020, yang belum tercapai semoga tercapai ",0,0,0,1,0,0,0
2054,awal 2020 dimulai dengan hujan dan datang bulan yang menyebabkan sakit perut berkepanjangan,0,0,0,0,0,1,0
2216,Hal yang menurutku penting tapi baginya biasa saja sedih ih ,0,0,0,0,0,1,0
2399,selamat tahun baru ya semua! semoga tahun ini jadi tahun yang lebih baik dari tahun sebelumnya!,0,0,0,1,0,0,0
385,"kan gue bilang, ganteng tapi ga ganteng. yang artinya lo ga ganteng, ka. ",1,1,0,0,0,0,0
2060,"Jakarta yang banjir, jamet yang marah marah. serem.",1,0,0,0,0,0,0
1619,"Terimakasih untuk diriku sendiri yang sudah bertahan dan mampu melewati segala hal di tahun 2019, sangat sangat berterimakasih ",0,0,0,0,1,0,0
3449,"Selalu mencoba bersyukur, walaupun kadang masih banyak hal yang dirasakan amat sangat berat :)",0,0,0,1,0,0,0
1098,"Aku suka kamu, kamu suka dia, dia suka yang lain :)",0,0,0,0,0,1,0
2119,seneng kali banyak yang doain aku. semoga semua doanya terwujud aminn,0,0,0,1,0,0,0
2918,"Perasaan yang paling berbahaya adalah iri, karena iri hati melahirkan kebencian dan kebencian akan membunuhmu perlahan. FebbyBlink",0,0,1,0,0,0,0
2015,Sedih banget liat instastory banyak temen temen yang kena banjir huhu,0,0,0,0,0,1,0
2818,yeay! semoga jadi tahun yang menyenangkan ya ji hehe,0,0,0,1,0,0,0
1506,Hari pertama di 2020 aku gunakan untuk kegiatan yang sangat menyenangkan yaitu tidur. Sekian.,0,0,0,1,0,0,0
3269,Percuma aku pacaran sama kamu ternyata kamu cuman fotocopy dari penjahat yang mau bunuh aku,0,0,0,0,1,1,0
3191,2020 semoga diriku dan keluargaku selalu diberikan kesehatan dan siap mendapat kejutan yang luar biasa ,0,0,0,1,0,0,0
2479,"aku mencintaimu dengan kesederhanaan kenyataan kau untuknya, yang membuatnya rumit.",0,0,0,0,1,0,0
630,sedih bgt ngeliat tl yang kejebak banjir. semoga airnya cepet surut ya teman teman,0,0,0,0,0,1,0
3757,Btw happy new year dari aku yang tadi malem langsung tidur,0,0,0,1,0,0,0
2711,"yey tahun baru, semangat baru, tujuan baru! dan mari melupakan hal yang telah berlalu",0,0,0,1,1,0,0
2219,"moment awal tahun yang luar biasa, semoga selalu baik untuk kedepannya.",0,0,0,1,0,0,0
2636,"Selamat datang di tahun yang baru, walaupun kita gatau apa yg bakalan terjadi kedepannya ",0,0,0,1,0,0,0
469,"Akibat hujan tak kunjung henti, banyak tempat jadi banjir.. semoga lekas surut ya teman2 yang daerahnya kena banjir",0,0,1,0,0,0,0
2240,siape??? siape yang bikin ulah ky gini??? sakit jiwa ya lo???,0,0,0,0,0,0,1
3238,“nak kene maki ke” rude gile babi kau ni layan orang yang sayang kau macam tu bodoh sia,0,1,0,0,0,0,0
594,semangat pak. sehat selalu untuk jajaran pemprov yang bersiaga. terima kasih tetap bekerja walaupun libur,0,0,0,1,1,0,0
2386,(To sakura) Aku tidak suka dengan orang yang membohongi dirinya sendiri ditengah turunnya salju #bot,0,1,0,0,0,0,0
606,amin. thanks Ayu. doakan yang baik baik ya ,0,0,0,1,0,0,0
319,"Permulaan tahun yang patut disukuri, 2020 banjir everywhere.",0,0,0,0,0,1,0
997,"selamat Tahun baru untuk semua, selalu akan ada harapan yang lebih baik.dan selalu bersyukur..",0,0,0,1,0,0,0
1835,stay safe yang daerahnya kena banjir semoga cepat surut airnya.,0,0,0,0,0,1,0
3184,Selamat semua tahun 2020 siap menjalankan kehidupan yang lebih baik ,0,0,0,1,0,0,0
2824,"Semoga di tahun yang baru ini selalu diberikan kebahagiaan, kesehatan, keberkahan ,dan kedamaian selalu menyertai.",0,0,0,1,0,0,0
3492,Dari tahun ketahun bikin resolusi tapi yang paling enak tetep rebahan:(,0,0,0,0,0,1,0
3815,Tahun yang baru bersama orang yang sama. Masih sayang seperti hari pertama.,0,0,0,0,1,0,0
1779,Makasih pandu terjemahannya aku hampir lupa punyaku yang mana wkwkw,0,0,0,1,0,0,0
3105,"tugas tugas siapa, gue yang disuruh kumpulin, sialan emang",1,0,0,0,0,0,0
